brand_id,brand_name,product_id,product_name,shade_id,shade_name,hex,red,green,blue,L,a,b,monk_category
1000,About Face,1,The Performer Skin-focused Foundation,100026,MD2Neutral,#c19158,193,145,88,63.586,11.475,37.044,6
1000,About Face,1,The Performer Skin-focused Foundation,100027,MD3COOL,#be8a5f,190,138,95,61.613,14.703,30.749,6
1000,About Face,1,The Performer Skin-focused Foundation,100028,MD1Neutral,#cd9966,205,153,102,67.069,13.386,34.264,6
1000,About Face,1,The Performer Skin-focused Foundation,100029,MD1OLIVE,#c99d5b,201,157,91,67.493,8.566,40.451,6
1000,About Face,1,The Performer Skin-focused Foundation,100030,F1Neutral,#fdeddb,253,237,219,94.554,2.492,10.652,2
1000,About Face,1,The Performer Skin-focused Foundation,100031,F2COOL,#f0dfce,240,223,206,89.747,3.052,10.416,2
1000,About Face,1,The Performer Skin-focused Foundation,100032,RD2COOL,#693e29,105,62,41,30.9,16.498,20.761,8
1000,About Face,1,The Performer Skin-focused Foundation,100033,RD3COOL,#3e2c20,62,44,32,19.761,6.429,11.03,9
1000,About Face,1,The Performer Skin-focused Foundation,100034,RD1Neutral,#664530,102,69,48,32.469,11.486,18.35,8
1000,About Face,1,The Performer Skin-focused Foundation,100035,RD2Neutral,#693e24,105,62,36,30.823,16.08,23.702,8
1000,About Face,1,The Performer Skin-focused Foundation,100036,RD3Neutral,#573c29,87,60,41,27.895,9.292,16.435,8
1000,About Face,1,The Performer Skin-focused Foundation,100037,D4Neutral,#795027,121,80,39,37.752,12.859,30.609,7
1000,About Face,1,The Performer Skin-focused Foundation,100038,D4COOL,#7d4f2f,125,79,47,38.124,15.902,26.665,7
1000,About Face,1,The Performer Skin-focused Foundation,100039,D3OLIVE,#8b6234,139,98,52,44.904,11.446,32.357,7
1000,About Face,1,The Performer Skin-focused Foundation,100040,D3Neutral,#956036,149,96,54,45.665,17.253,32.471,7
1000,About Face,1,The Performer Skin-focused Foundation,100041,D2OLIVE,#aa7938,170,121,56,54.562,12.451,42.251,6
1000,About Face,1,The Performer Skin-focused Foundation,100042,D2COOL,#af7555,175,117,85,54.547,19.157,26.867,6
1000,About Face,1,The Performer Skin-focused Foundation,100043,D1Neutral,#a7784c,167,120,76,54.209,13.22,31.253,6
1000,About Face,1,The Performer Skin-focused Foundation,100044,D1OLIVE,#ac7f4c,172,127,76,56.558,11.44,34.278,6
1001,Ami Colé,2,Skin-Enhancing Stick,100045,110,#46291a,70,41,26,19.894,11.713,15.431,8
1001,Ami Colé,2,Skin-Enhancing Stick,100046,120,#6c3c26,108,60,38,30.784,18.829,22.553,8
1001,Ami Colé,2,Skin-Enhancing Stick,100047,130,#72402a,114,64,42,32.727,19.466,22.7,7
1001,Ami Colé,2,Skin-Enhancing Stick,100048,140,#7b442b,123,68,43,35.044,21.197,25.225,7
1001,Ami Colé,2,Skin-Enhancing Stick,100049,150,#744229,116,66,41,33.5,19.096,24.31,7
1001,Ami Colé,2,Skin-Enhancing Stick,100050,200,#9f5c37,159,92,55,46.046,23.964,32.7,7
1001,Ami Colé,2,Skin-Enhancing Stick,100051,210,#a9643f,169,100,63,49.387,24.303,32.576,7
1001,Ami Colé,2,Skin-Enhancing Stick,100052,220,#9d5d33,157,93,51,45.957,22.274,34.715,7
1001,Ami Colé,2,Skin-Enhancing Stick,100053,230,#aa6a43,170,106,67,50.991,21.668,32.333,6
1001,Ami Colé,2,Skin-Enhancing Stick,100054,240,#bc7746,188,119,70,56.416,22.297,37.759,6
1001,Ami Colé,2,Skin-Enhancing Stick,100055,300,#da9765,218,151,101,68.006,19.735,36.279,6
1001,Ami Colé,2,Skin-Enhancing Stick,100056,310,#d8985e,216,152,94,67.922,17.797,39.797,6
1001,Ami Colé,2,Skin-Enhancing Stick,100057,320,#e8af73,232,175,115,75.486,13.823,38.685,5
1001,Ami Colé,2,Skin-Enhancing Stick,100058,330,#efb77f,239,183,127,78.317,13.526,36.219,5
1001,Ami Colé,2,Skin-Enhancing Stick,100059,340,#efc38f,239,195,143,81.492,8.857,32.033,5
1001,Ami Colé,3,Skin-Enhancing Concealer,100060,Rich 1,#280201,40,2,1,4.488,17.561,6.635,10
1001,Ami Colé,3,Skin-Enhancing Concealer,100061,Rich 1.5,#371605,55,22,5,11.939,15.032,16.097,9
1001,Ami Colé,3,Skin-Enhancing Concealer,100062,Rich 2,#51220e,81,34,14,19.743,20.5,23.067,8
1001,Ami Colé,3,Skin-Enhancing Concealer,100063,Rich 2.5,#542412,84,36,18,20.792,20.897,22.166,8
1001,Ami Colé,3,Skin-Enhancing Concealer,100064,Deep 1,#84391a,132,57,26,33.789,30.27,33.827,7
1001,Ami Colé,3,Skin-Enhancing Concealer,100065,Deep 1.5,#a14923,161,73,35,41.946,34.053,38.964,7
1001,Ami Colé,3,Skin-Enhancing Concealer,100066,Deep 2,#aa5129,170,81,41,45.071,33.764,39.564,7
1001,Ami Colé,3,Skin-Enhancing Concealer,100067,Deep 2.5,#a96b41,169,107,65,51.075,20.527,33.504,6
1001,Ami Colé,3,Skin-Enhancing Concealer,100068,Medium 1,#ae5a30,174,90,48,47.658,30.953,38.877,7
1001,Ami Colé,3,Skin-Enhancing Concealer,100069,Medium 1.5,#ca7941,202,121,65,58.617,26.753,43.357,6
1001,Ami Colé,3,Skin-Enhancing Concealer,100070,Medium 2,#d38c60,211,140,96,64.525,22.391,34.402,6
1001,Ami Colé,3,Skin-Enhancing Concealer,100071,Medium 2.5,#d99e6e,217,158,110,69.706,16.358,33.633,6
1001,Ami Colé,4,Skin-Enhancing Tinted Moisturizer,100072,"Rich 1 for rich, ebony skin with red undertones",#3a1b13,58,27,19,14.005,14.33,12.255,9
1001,Ami Colé,4,Skin-Enhancing Tinted Moisturizer,100073,Rich 2 for rich skin with yellow undertones,#512212,81,34,18,19.792,20.719,20.898,8
1001,Ami Colé,4,Skin-Enhancing Tinted Moisturizer,100074,Deep 1 for deep brown skin with Neutral undertones,#6e341e,110,52,30,29.07,23.872,25.428,8
1001,Ami Colé,4,Skin-Enhancing Tinted Moisturizer,100075,Deep 2 for deep brown skin with golden or yellow undertones,#934b2b,147,75,43,40.264,27.595,32.234,7
1001,Ami Colé,4,Skin-Enhancing Tinted Moisturizer,100076,Medium 1 for medium skin with Neutral or golden undertones,#b76b48,183,107,72,53.007,26.95,32.418,6
1001,Ami Colé,4,Skin-Enhancing Tinted Moisturizer,100077,Medium 2 for light medium skin with Neutral or olive undertones,#deaa85,222,170,133,73.529,14.287,26.43,5
1002,AMOREPACIFIC,5,Color Control Cushion Compact Broad Spectrum SPF 50 +,100078,102 light pink,#f3cfb2,243,207,178,85.452,8.382,19.105,4
1002,AMOREPACIFIC,5,Color Control Cushion Compact Broad Spectrum SPF 50 +,100079,104 light/medium pink,#f3c285,243,194,133,81.475,9.927,37.263,5
1002,AMOREPACIFIC,5,Color Control Cushion Compact Broad Spectrum SPF 50 +,100080,204 light/medium yellow,#d3a776,211,167,118,71.416,9.857,31.462,5
1002,AMOREPACIFIC,5,Color Control Cushion Compact Broad Spectrum SPF 50 +,100081,106 medium pink,#c58e67,197,142,103,63.506,16.188,28.975,6
1002,AMOREPACIFIC,5,Color Control Cushion Compact Broad Spectrum SPF 50 +,100082,208 medium yellow,#b47d57,180,125,87,57.134,16.97,29.189,6
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100083,00N very fair skin with Neutral undertones,#e0c8bb,224,200,187,82.241,6.328,9.565,2
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100084,0CR very fair skin with Neutral undertones,#e5c6b1,229,198,177,81.959,7.733,14.56,4
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100085,1N fair skin with Neutral undertones,#deb79a,222,183,154,77.12,9.88,20.026,5
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100086,1CR fair skin with Cool Rosy undertones,#d8baa0,216,186,160,77.434,6.789,17.151,5
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100087,1.5N light skin with Neutral undertones,#d9b69a,217,182,154,76.401,8.486,18.959,5
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100088,2N light skin with Neutral golden undertones,#d6b397,214,179,151,75.309,8.532,19.023,5
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100089,2W light skin Warm golden undertones,#cea682,206,166,130,70.876,9.725,24.206,5
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100090,2WP light skin with Warm peach undertones,#c89f7f,200,159,127,68.467,10.761,22.483,5
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100091,2.5W light skin with Warm undertones,#c89f7f,200,159,127,68.467,10.761,22.483,5
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100092,3W light to medium skin with Warm undertones,#c99d76,201,157,118,67.903,11.205,26.653,5
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100093,3N light to medium skin with Neutral undertones,#be9577,190,149,119,64.784,11.239,21.726,6
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100094,3WO light to medium skin with Warm olive undertones,#c8a178,200,161,120,68.843,8.85,26.798,5
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100095,3CR light to medium skin with Cool Rosy undertones,#cfa086,207,160,134,69.562,13.859,20.255,5
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100096,4N medium skin with Neutral undertones,#b68366,182,131,102,59.102,15.981,23.426,6
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100097,4W medium skin with Warm undertones,#bd8d65,189,141,101,62.347,13.224,28.394,6
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100098,4WP medium skin with Warm peach undertones,#c39073,195,144,115,63.989,15.549,22.96,6
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100099,4WO medium skin with Warm olive undertones,#bd916c,189,145,108,63.47,11.761,26.022,6
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100100,4.5W tan skin with Warm undertones,#aa785d,170,120,93,54.835,16.184,22.599,6
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100101,5W tan skin with Warm golden undertones,#ab7654,171,118,84,54.298,16.81,27.014,6
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100102,6W tan skin with Warm olive undertones,#8d6148,141,97,72,45.194,14.756,21.396,7
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100103,6.5N tan skin with Neutral undertones,#8e5742,142,87,66,42.705,20.408,21.723,7
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100104,7N deep skin with Neutral olive undertones,#69493e,105,73,62,34.225,12.066,12.015,8
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100105,7.5N deep skin with Neutral red undertones,#6d473e,109,71,62,34.203,15.075,12.068,8
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100106,8N deep skin with Warm undertones,#5a3c34,90,60,52,28.521,12.065,10.275,8
1003,Anastasia Beverly Hills,6,Impeccable Blurring Second-Skin Matte Foundation,100107,9N deep skin with Neutral undertones,#3f2822,63,40,34,18.757,9.893,8.331,9
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100108,1 fair skin with a Neutral undertone,#d7c5b1,215,197,177,80.491,3.072,12.315,4
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100109,2 fair skin with a Cool Rosy undertone,#ccb395,204,179,149,74.348,4.395,18.632,5
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100110,3 fair skin with a Warm undertone,#dac0a7,218,192,167,79.269,5.351,15.984,5
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100111,4 fair skin with a golden peach undertone,#d4b69e,212,182,158,76.022,7.117,16.204,5
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100112,5 light skin with a Neutral golden undertone,#c2a07b,194,160,123,68.052,7.319,24.006,5
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100113,6 light skin with a golden peach undertone,#d4b78f,212,183,143,75.976,4.585,24.205,5
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100114,7 light skin with a cool olive undertone,#c9a87d,201,168,125,70.805,6.046,26.727,5
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100115,8 light with a Warm golden undertone,#dabe96,218,190,150,78.424,4.106,23.892,5
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100116,9 medium skin with a golden undertone,#ba9561,186,149,97,63.997,7.155,32.622,6
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100117,10 medium skin with a cool golden undertone,#c59968,197,153,104,66.255,10.261,31.984,6
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100118,11 medium to tan skin with a Neutral undertone,#a77a50,167,122,80,54.778,12.457,29.762,6
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100119,12 medium skin with a cool olive undertone,#9c6840,156,104,64,48.686,16.514,30.78,6
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100120,13 deep skin with a Neutral golden undertone,#966338,150,99,56,46.571,16.114,32.476,7
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100121,14 deep skin with a Warm golden undertone,#966338,150,99,56,46.571,16.114,32.476,7
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100122,15 deep skin with a Warm undertone,#4c2916,76,41,22,20.753,14.307,19.277,8
1003,Anastasia Beverly Hills,7,Beauty Balm Serum Boosted Skin Tint,100123,16 deep skin with a Neutral undertone,#3b271c,59,39,28,17.759,7.776,11.017,9
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100124,1 very fair skin with Neutral undertones,#eeddc9,238,221,201,88.974,2.597,11.912,3
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100125,2 very fair skin with cool undertones,#e9d7c3,233,215,195,86.931,2.983,12.105,4
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100126,3 fair skin with peach undertones,#f8d6b1,248,214,177,87.595,6.49,22.666,4
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100127,4 fair to light skin with pink undertones,#f0d2b6,240,210,182,86.005,6.249,17.731,4
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100128,5 light skin with Neutral peach undertones,#f6d1a5,246,209,165,85.963,6.814,26.665,5
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100129,6 light skin with Neutral undertones,#f1cba6,241,203,166,84.053,8.152,23.462,5
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100130,7 light skin with Warm undertones,#efc092,239,192,146,80.81,10.762,29.556,5
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100131,8 light skin with golden undertones,#e5be85,229,190,133,79.145,6.448,33.981,5
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100132,9 medium skin with cool undertones,#e8b887,232,184,135,77.986,11.02,31.47,5
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100133,10 medium skin with golden undertones,#dbb27e,219,178,126,75.082,8.049,32.159,5
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100134,11 medium skin with peach undertones,#f7c183,247,193,131,81.596,11.849,38.524,5
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100135,12 medium skin with pink undertones,#d89d7f,216,157,127,69.645,18.234,24.357,5
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100136,13 medium skin with cool peach undertones,#d69c6a,214,156,106,68.835,15.839,34.581,6
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100137,14 medium skin with Neutral undertones,#d0935c,208,147,92,65.789,17.021,38.024,6
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100138,15 medium skin with red undertones,#bc8658,188,134,88,60.291,15.428,32.83,6
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100139,16 medium to tan skin with Warm undertones,#d78c52,215,140,82,64.815,22.968,42.24,6
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100140,17 medium to tan skin with cool undertones,#c58349,197,131,73,60.415,19.71,41.163,6
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100141,18 medium to tan skin with Neutral undertones,#b47c49,180,124,73,56.685,16.33,36.25,6
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100142,19 medium to tan skin with peach undertones,#cc7c41,204,124,65,59.559,25.964,44.484,6
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100143,20 medium to tan skin with Neutral olive undertones,#a46832,164,104,50,49.526,19.043,39.499,6
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100144,21 deep skin with Warm golden undertones,#c88046,200,128,70,60.035,22.419,42.356,6
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100145,22 deep skin with red undertones,#5a290b,90,41,11,22.945,20.352,28.403,8
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100146,23 deep skin with red olive undertones,#753c0f,117,60,15,31.918,21.678,36.482,7
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100147,24 deep skin with Neutral undertones,#682d0b,104,45,11,26.288,24.354,32.472,8
1003,Anastasia Beverly Hills,8,Magic Touch Medium to Full Coverage Concealer,100148,25 very deep skin with Warm red undertones,#572202,87,34,2,20.732,22.737,29.557,8
1003,Anastasia Beverly Hills,9,Luminous Foundation,100149,110C very fair with a cool undertone,#ead9c5,234,217,197,87.558,2.614,11.955,4
1003,Anastasia Beverly Hills,9,Luminous Foundation,100150,120W very fair with a warm undertone,#f6d2ae,246,210,174,86.377,7.423,22.529,4
1003,Anastasia Beverly Hills,9,Luminous Foundation,100151,130N with very fair skin with a neutral pink undertone,#e7d3bb,231,211,187,85.588,3.128,14.398,4
1003,Anastasia Beverly Hills,9,Luminous Foundation,100152,140N fair skin with a neutral peach undertone,#f3d4b8,243,212,184,86.802,6.599,17.832,4
1003,Anastasia Beverly Hills,9,Luminous Foundation,100153,150W fair skin with a warm beige undertone,#f7d0a9,247,208,169,85.883,8.206,24.482,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100154,160C fair skin with a cool golden undertone,#f2d7ba,242,215,186,87.497,4.953,17.741,4
1003,Anastasia Beverly Hills,9,Luminous Foundation,100155,200W light skin with a warm undertone,#f6cda1,246,205,161,84.91,8.41,27.325,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100156,210N light skin with a neutral golden undertone,#f2cca7,242,204,167,84.409,8.137,23.439,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100157,220N light skin with neutral peach undertone,#f1caa3,241,202,163,83.751,8.3,24.626,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100158,230N light skin with a pink undertone,#ecbf96,236,191,150,80.347,10.575,26.779,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100159,240N light skin with a neutral warm undertone,#f0bd8e,240,189,142,80.11,12.293,30.743,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100160,250C light skin with a cool golden undertone,#ebc392,235,195,146,81.165,7.622,29.962,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100161,260N light skin with a neutral undertone,#e1ba8f,225,186,143,77.94,8.094,27.062,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100162,270C light to medium skin with a cool light golden undertone,#e3bc85,227,188,133,78.457,6.704,33.047,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100163,290C light to medium skin with a warm golden undertone,#dbb47d,219,180,125,75.566,6.88,33.316,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100164,300C light to medium skin with a cool golden undertone,#dcb07f,220,176,127,74.699,9.623,31.147,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100165,305N medium skin with a neutral olive undertone,#e2b685,226,182,133,76.872,9.478,30.947,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100166,310C medium skin with a cool olive undertone,#daa677,218,166,119,71.901,13.337,31.698,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100167,315N medium skin with a neutral beige undertone,#d6a980,214,169,128,72.384,11.075,27.444,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100168,320N medium skin with a neutral pink undertone,#d8a47c,216,164,124,71.287,14.129,28.176,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100169,3300W medium skin with a warm yellow undertone,#d59b6b,213,155,107,68.499,16.063,33.598,6
1003,Anastasia Beverly Hills,9,Luminous Foundation,100170,332C medium skin with a cool golden undertone,#d1a171,209,161,113,69.64,11.763,31.78,5
1003,Anastasia Beverly Hills,9,Luminous Foundation,100171,335W medium skin with a warm peach undertone,#d49864,212,152,100,67.558,16.643,36.103,6
1003,Anastasia Beverly Hills,9,Luminous Foundation,100172,340C medium skin with a cool peach undertone,#ce9967,206,153,103,67.191,13.893,33.909,6
1003,Anastasia Beverly Hills,9,Luminous Foundation,100173,345C medium skin with a cool golden peach undertone,#d3955c,211,149,92,66.611,17.184,39.107,6
1003,Anastasia Beverly Hills,9,Luminous Foundation,100174,350C medium skin with a golden undertone,#c58a60,197,138,96,62.418,17.714,31.393,6
1003,Anastasia Beverly Hills,9,Luminous Foundation,100175,355N medium skin with a neutral golden undertone,#c08a5c,192,138,92,61.79,15.261,32.649,6
1003,Anastasia Beverly Hills,9,Luminous Foundation,100176,360C medium skin with a deep golden undertone,#c68649,198,134,73,61.254,18.489,42.17,6
1003,Anastasia Beverly Hills,9,Luminous Foundation,100177,365C medium to tan skin with a cool olive undertone,#b97d49,185,125,73,57.525,17.916,37.398,6
1003,Anastasia Beverly Hills,9,Luminous Foundation,100178,370W medium to tan skin with a warm undertone,#b7763e,183,118,62,55.455,20.187,40.66,6
1003,Anastasia Beverly Hills,9,Luminous Foundation,100179,410C tan skin with a golden undertone,#a46832,164,104,50,49.526,19.043,39.499,6
1003,Anastasia Beverly Hills,9,Luminous Foundation,100180,420C tan skin with a cool undertone,#996335,153,99,53,46.914,17.229,34.601,6
1003,Anastasia Beverly Hills,9,Luminous Foundation,100181,430W tan skin with a warm undertone,#a56631,165,102,49,49.161,20.554,39.644,6
1003,Anastasia Beverly Hills,9,Luminous Foundation,100182,440C tan skin with a cool undertone,#94592d,148,89,45,43.699,20.235,35.048,7
1003,Anastasia Beverly Hills,9,Luminous Foundation,100183,450C tan skin with a deep golden undertone,#885425,136,84,37,40.751,17.276,35.546,7
1003,Anastasia Beverly Hills,9,Luminous Foundation,100184,470C tan skin with a cool deep golden undertone,#81461c,129,70,28,36.238,21.802,35.116,7
1003,Anastasia Beverly Hills,9,Luminous Foundation,100185,480C tan skin with an olive undertone,#76421b,118,66,27,33.622,19.107,32.424,7
1003,Anastasia Beverly Hills,9,Luminous Foundation,100186,490W tan skin with a red undertone,#753d18,117,61,24,32.227,21.448,32.502,7
1003,Anastasia Beverly Hills,9,Luminous Foundation,100187,500C deep skin with a cool pink undertone,#6b3916,107,57,22,29.69,19.143,30.466,7
1003,Anastasia Beverly Hills,9,Luminous Foundation,100188,510W deep skin with a warm undertone,#592a10,89,42,16,23.059,19.505,26.003,8
1003,Anastasia Beverly Hills,9,Luminous Foundation,100189,530N deep skin with a neutral pink undertone,#682f12,104,47,18,26.793,23.47,29.505,8
1003,Anastasia Beverly Hills,9,Luminous Foundation,100190,520W deep skin with a red olive undertone,#542a12,84,42,18,22.248,17.261,23.753,8
1003,Anastasia Beverly Hills,9,Luminous Foundation,100191,540W deep skin with a warm red undertone,#562610,86,38,16,21.589,20.515,24.3,8
